payload,time_since_boot_ms,time_since_transmission_init_ms,payload_size_bytes,rssi,rssi_corrected,kalman_rssi,sma_rssi,energy_per_packet_min_mj,energy_per_packet_max_mj,tx_interval_ms,timestamp,snr_db
"6511884,100,8,D9,7F,7C,DE,CC,77,7F,64",6511884,2346782,37,-60.0,-53.5333,-59.5988,-59.5,43.40,48.83,735,2026-02-22T17:01:56.605172,60.02
"6515119,100,8,E4,C8,AB,4F,46,E1,DD,0C",6515119,2347517,37,-59.0,-52.4667,-59.2994,-59.2,43.40,48.83,747,2026-02-22T17:01:57.352172,61.02
"6518366,100,8,0D,F2,92,67,F4,68,AD,1A",6518366,2348264,37,-59.0,-52.4667,-59.1497,-59.2,43.40,48.83,709,2026-02-22T17:01:58.061172,61.02
"6521575,100,8,D6,A3,63,4C,06,30,B8,C0",6521575,2348973,37,-60.0,-53.5333,-59.5748,-59.5,43.40,48.83,756,2026-02-22T17:01:58.817172,60.02
"6524831,100,8,CB,D8,A8,AD,6F,AF,85,C1",6524831,2349729,37,-59.0,-52.4667,-59.2874,-59.2,43.40,48.83,730,2026-02-22T17:01:59.547172,61.02
"6528061,100,8,2B,C4,DC,8E,06,F8,FB,DF",6528061,2350459,37,-60.0,-53.5333,-59.6437,-59.5,43.40,48.83,697,2026-02-22T17:02:00.244172,60.02
"6531258,100,8,F9,B3,86,97,1B,BF,70,C7",6531258,2351156,37,-60.0,-53.5333,-59.8219,-59.8,43.40,48.83,749,2026-02-22T17:02:00.993172,60.02
"6534507,100,8,25,E5,0E,13,01,9A,28,C2",6534507,2351905,37,-59.0,-52.4667,-59.4109,-59.5,43.40,48.83,700,2026-02-22T17:02:01.693172,61.02
"6537707,100,8,7C,F5,DD,C7,E5,8F,97,D4",6537707,2352605,37,-59.0,-52.4667,-59.2055,-59.5,43.40,48.83,702,2026-02-22T17:02:02.395172,61.02
"6540909,100,8,62,FC,BB,B8,4B,A3,20,73",6540909,2353307,37,-60.0,-53.5333,-59.6027,-59.5,43.40,48.83,685,2026-02-22T17:02:03.080172,60.02
"6544094,100,8,76,5F,2F,D5,1B,E1,C2,95",6544094,2353992,37,-60.0,-53.5333,-59.8014,-59.5,43.40,48.83,793,2026-02-22T17:02:03.873172,60.02
"6547387,100,8,3E,E1,D2,71,F4,10,B9,78",6547387,2354785,37,-59.0,-52.4667,-59.4007,-59.5,43.40,48.83,769,2026-02-22T17:02:04.642172,61.02
"6550656,100,8,7B,5A,D3,2E,5E,8F,89,9F",6550656,2355554,37,-59.0,-52.4667,-59.2003,-59.5,43.40,48.83,728,2026-02-22T17:02:05.370172,61.02
"6553884,100,8,F4,6C,5E,43,B3,31,00,8B",6553884,2356282,37,-61.0,-54.6000,-60.1002,-59.8,43.40,48.83,724,2026-02-22T17:02:06.094172,59.02
"6557108,100,8,8C,5A,1B,96,A2,92,9B,B4",6557108,2357006,37,-61.0,-54.6000,-60.5501,-60.0,43.40,48.83,734,2026-02-22T17:02:06.828172,59.02
"6560342,100,8,3B,1A,03,CB,82,6E,12,53",6560342,2357740,37,-60.0,-53.5333,-60.2750,-60.2,43.40,48.83,748,2026-02-22T17:02:07.576172,60.02
"6563590,100,8,04,3D,38,D6,29,78,F4,E2",6563590,2358488,37,-61.0,-54.6000,-60.6375,-60.8,43.40,48.83,711,2026-02-22T17:02:08.287172,59.02
"6566801,100,8,73,19,D0,66,F4,99,49,AF",6566801,2359199,37,-61.0,-54.6000,-60.8188,-60.8,43.40,48.83,762,2026-02-22T17:02:09.049172,59.02
"6570063,100,8,A5,D8,9D,2E,B9,AB,B2,2A",6570063,2359961,37,-59.0,-52.4667,-59.9094,-60.2,43.40,48.83,717,2026-02-22T17:02:09.766172,61.02
"6573280,100,8,0A,9F,06,50,42,CD,48,68",6573280,2360678,37,-60.0,-53.5333,-59.9547,-60.2,43.40,48.83,759,2026-02-22T17:02:10.525172,60.02
"6576539,100,8,21,0E,7A,EA,32,71,AB,2A",6576539,2361437,37,-60.0,-53.5333,-59.9773,-60.0,43.40,48.83,744,2026-02-22T17:02:11.269172,60.02
"6579783,100,8,9E,27,E0,B9,CC,59,7E,2E",6579783,2362181,37,-60.0,-53.5333,-59.9887,-59.8,43.40,48.83,733,2026-02-22T17:02:12.002172,60.02
"6583016,100,8,EB,53,E9,61,0C,2D,A7,D6",6583016,2362914,37,-60.0,-53.5333,-59.9943,-60.0,43.40,48.83,720,2026-02-22T17:02:12.722172,60.02
"6586236,100,8,E0,03,02,E5,20,E9,DD,1B",6586236,2363634,37,-61.0,-54.6000,-60.4972,-60.2,43.40,48.83,738,2026-02-22T17:02:13.460172,59.02
"6589474,100,8,C6,D9,F4,4A,60,1D,3B,68",6589474,2364372,37,-59.0,-52.4667,-59.7486,-60.0,43.40,48.83,707,2026-02-22T17:02:14.167172,61.02
"6592681,100,8,BE,25,F7,EB,48,98,BB,75",6592681,2365079,37,-61.0,-54.6000,-60.3743,-60.2,43.40,48.83,735,2026-02-22T17:02:14.902172,59.02
"6595916,100,8,F5,83,BE,39,CE,09,39,69",6595916,2365814,37,-60.0,-53.5333,-60.1871,-60.2,43.40,48.83,736,2026-02-22T17:02:15.638172,60.02
"6599152,100,8,41,12,AD,B0,FE,A6,C7,B2",6599152,2366550,37,-59.0,-52.4667,-59.5936,-59.8,43.40,48.83,695,2026-02-22T17:02:16.333172,61.02
"6602347,100,8,50,CD,15,E7,3D,F8,C6,56",6602347,2367245,37,-59.0,-52.4667,-59.2968,-59.8,43.40,48.83,732,2026-02-22T17:02:17.065172,61.02
"6605579,100,8,97,F6,DE,F1,38,02,C2,CB",6605579,2367977,37,-60.0,-53.5333,-59.6484,-59.5,43.40,48.83,716,2026-02-22T17:02:17.781172,60.02
"6608795,100,8,A4,71,34,83,F3,59,25,69",6608795,2368693,37,-61.0,-54.6000,-60.3242,-59.8,43.40,48.83,679,2026-02-22T17:02:18.460172,59.02
"6611974,100,8,5B,15,2D,3E,E3,BF,B5,1B",6611974,2369372,37,-59.0,-52.4667,-59.6621,-59.8,43.40,48.83,684,2026-02-22T17:02:19.144172,61.02
"6615158,100,8,A5,82,7B,24,20,0B,1F,FA",6615158,2370056,37,-60.0,-53.5333,-59.8310,-60.0,43.40,48.83,716,2026-02-22T17:02:19.860172,60.02
"6618374,100,8,12,F1,D3,3D,CB,2C,C9,8E",6618374,2370772,37,-60.0,-53.5333,-59.9155,-60.0,43.40,48.83,758,2026-02-22T17:02:20.618172,60.02
"6621632,100,8,50,EB,37,24,1C,99,34,83",6621632,2371530,37,-59.0,-52.4667,-59.4578,-59.5,43.40,48.83,719,2026-02-22T17:02:21.337172,61.02
"6624851,100,8,D0,39,88,FF,E8,0B,0E,EA",6624851,2372249,37,-59.0,-52.4667,-59.2289,-59.5,43.40,48.83,720,2026-02-22T17:02:22.057172,61.02
"6628071,100,8,FB,B3,9A,38,39,08,B8,AD",6628071,2372969,37,-61.0,-54.6000,-60.1144,-59.8,43.40,48.83,737,2026-02-22T17:02:22.794172,59.02
"6631308,100,8,36,F4,C0,DD,3F,21,76,C1",6631308,2373706,37,-60.0,-53.5333,-60.0572,-59.8,43.40,48.83,713,2026-02-22T17:02:23.507172,60.02
"6634521,100,8,BC,B5,11,DE,99,70,5A,B9",6634521,2374419,37,-61.0,-54.6000,-60.5286,-60.2,43.40,48.83,747,2026-02-22T17:02:24.254172,59.02
"6637768,100,8,22,4C,A8,F0,94,1D,8F,CD",6637768,2375166,37,-60.0,-53.5333,-60.2643,-60.5,43.40,48.83,769,2026-02-22T17:02:25.023172,60.02
"6641037,100,8,6D,60,89,EA,C6,83,28,96",6641037,2375935,37,-59.0,-52.4667,-59.6322,-60.0,43.40,48.83,664,2026-02-22T17:02:25.687172,61.02
"6644201,100,8,9B,BF,DC,DF,DA,1B,75,D6",6644201,2376599,37,-59.0,-52.4667,-59.3161,-59.8,43.40,48.83,777,2026-02-22T17:02:26.464172,61.02
"6647478,100,8,E4,F1,59,B1,65,9E,CE,DA",6647478,2377376,37,-60.0,-53.5333,-59.6580,-59.5,43.40,48.83,740,2026-02-22T17:02:27.204172,60.02
"6650718,100,8,AA,67,AC,31,66,39,83,76",6650718,2378116,37,-60.0,-53.5333,-59.8290,-59.5,43.40,48.83,715,2026-02-22T17:02:27.919172,60.02
"6653933,100,8,18,A3,B2,2B,94,59,63,0F",6653933,2378831,37,-61.0,-54.6000,-60.4145,-60.0,43.40,48.83,770,2026-02-22T17:02:28.689172,59.02
"6657203,100,8,E7,26,78,E3,27,0E,64,B4",6657203,2379601,37,-59.0,-52.4667,-59.7073,-60.0,43.40,48.83,716,2026-02-22T17:02:29.405172,61.02
"6660419,100,8,73,A8,21,49,89,FA,86,5A",6660419,2380317,37,-61.0,-54.6000,-60.3536,-60.2,43.40,48.83,723,2026-02-22T17:02:30.128172,59.02
"6663642,100,8,2B,8F,3E,A2,1F,C2,C5,53",6663642,2381040,37,-60.0,-53.5333,-60.1768,-60.2,43.40,48.83,679,2026-02-22T17:02:30.807172,60.02
"6666821,100,8,18,FA,24,75,24,3A,F7,EE",6666821,2381719,37,-60.0,-53.5333,-60.0884,-60.0,43.40,48.83,704,2026-02-22T17:02:31.511172,60.02
"6670025,100,8,5F,2E,99,6A,15,38,14,5A",6670025,2382423,37,-60.0,-53.5333,-60.0442,-60.2,43.40,48.83,739,2026-02-22T17:02:32.250172,60.02
"6673264,100,8,7F,C1,25,25,15,18,0B,B1",6673264,2383162,37,-60.0,-53.5333,-60.0221,-60.0,43.40,48.83,734,2026-02-22T17:02:32.984172,60.02
"6676498,100,8,36,A5,F0,FA,D7,F2,E6,92",6676498,2383896,37,-61.0,-54.6000,-60.5111,-60.2,43.40,48.83,720,2026-02-22T17:02:33.704172,59.02
"6679718,100,8,AC,D0,01,FC,54,05,B7,7C",6679718,2384616,37,-59.0,-52.4667,-59.7555,-60.0,43.40,48.83,760,2026-02-22T17:02:34.464172,61.02
"6682978,100,8,50,AE,10,14,46,91,3F,09",6682978,2385376,37,-58.0,-51.4000,-58.8778,-59.5,43.40,48.83,731,2026-02-22T17:02:35.195172,62.02
"6686209,100,8,A7,2D,73,AD,76,27,21,F0",6686209,2386107,37,-60.0,-53.5333,-59.4389,-59.5,43.40,48.83,799,2026-02-22T17:02:35.994172,60.02
"6689508,100,8,4E,9D,B2,69,66,96,78,03",6689508,2386906,37,-58.0,-51.4000,-58.7194,-58.8,43.40,48.83,688,2026-02-22T17:02:36.682172,62.02
"6692696,100,8,BF,E5,6B,17,E3,FB,EB,A2",6692696,2387594,37,-60.0,-53.5333,-59.3597,-59.0,43.40,48.83,729,2026-02-22T17:02:37.411172,60.02
"6695925,100,8,EB,54,C7,47,01,2C,49,B2",6695925,2388323,37,-60.0,-53.5333,-59.6799,-59.5,43.40,48.83,680,2026-02-22T17:02:38.091172,60.02
"6699105,100,8,47,D2,95,95,14,7D,E6,8A",6699105,2389003,37,-59.0,-52.4667,-59.3399,-59.2,43.40,48.83,766,2026-02-22T17:02:38.857172,61.02
"6702371,100,8,2A,03,00,2D,27,2F,17,10",6702371,2389769,37,-60.0,-53.5333,-59.6700,-59.8,43.40,48.83,764,2026-02-22T17:02:39.621172,60.02
"6705635,100,8,32,FA,BE,32,1F,90,56,91",6705635,2390533,37,-62.0,-55.6667,-60.8350,-60.2,43.40,48.83,742,2026-02-22T17:02:40.363172,58.02
"6708877,100,8,C6,93,2F,EC,37,07,8A,EB",6708877,2391275,37,-59.0,-52.4667,-59.9175,-60.0,43.40,48.83,657,2026-02-22T17:02:41.020172,61.02
"6712034,100,8,CC,ED,32,A8,5A,90,07,BA",6712034,2391932,37,-61.0,-54.6000,-60.4587,-60.5,43.40,48.83,742,2026-02-22T17:02:41.762172,59.02
"6715276,100,8,C1,4F,7C,6A,45,D7,E0,A8",6715276,2392674,37,-60.0,-53.5333,-60.2294,-60.5,43.40,48.83,726,2026-02-22T17:02:42.488172,60.02
"6718502,100,8,1A,26,26,59,59,8C,33,9B",6718502,2393400,37,-60.0,-53.5333,-60.1147,-60.0,43.40,48.83,704,2026-02-22T17:02:43.192172,60.02
"6721706,100,8,EF,89,19,37,5D,06,49,16",6721706,2394104,37,-60.0,-53.5333,-60.0573,-60.2,43.40,48.83,674,2026-02-22T17:02:43.866172,60.02
"6724880,100,8,DD,5C,37,91,73,54,BD,9B",6724880,2394778,37,-59.0,-52.4667,-59.5287,-59.8,43.40,48.83,726,2026-02-22T17:02:44.592172,61.02
"6728106,100,8,D8,59,F9,88,88,63,32,98",6728106,2395504,37,-60.0,-53.5333,-59.7643,-59.8,43.40,48.83,747,2026-02-22T17:02:45.339172,60.02
"6731353,100,8,81,0D,E7,E5,EC,7C,A5,C7",6731353,2396251,37,-61.0,-54.6000,-60.3822,-60.0,43.40,48.83,707,2026-02-22T17:02:46.046172,59.02
"6734560,100,8,51,EB,C9,09,5B,53,33,CB",6734560,2396958,37,-60.0,-53.5333,-60.1911,-60.0,43.40,48.83,750,2026-02-22T17:02:46.796172,60.02
"6737810,100,8,7F,53,F2,05,5F,E8,3D,E4",6737810,2397708,37,-60.0,-53.5333,-60.0955,-60.2,43.40,48.83,708,2026-02-22T17:02:47.504172,60.02
"6741018,100,8,FC,E9,1C,F6,5E,E3,49,F5",6741018,2398416,37,-60.0,-53.5333,-60.0478,-60.2,43.40,48.83,717,2026-02-22T17:02:48.221172,60.02
