payload,time_since_boot_ms,time_since_transmission_init_ms,payload_size_bytes,rssi,rssi_corrected,kalman_rssi,sma_rssi,energy_per_packet_min_mj,energy_per_packet_max_mj,tx_interval_ms,timestamp,snr_db
"90579702,100,8,43,ED,DB,40,0E,B4,E6,41",90579702,925925,38,-66.0,-59.9333,-65.9687,-66.0,65.08,97.62,2883,2025-12-14T18:23:13.474798,60.04
"90582592,100,8,A1,F9,0B,40,2E,43,EC,41",90582592,928808,38,-66.0,-59.9333,-65.9843,-66.0,65.08,97.62,2897,2025-12-14T18:23:16.371798,60.04
"90585480,100,8,A2,55,FE,40,4A,62,EF,41",90585480,931705,38,-66.0,-59.9333,-65.9922,-66.0,65.08,97.62,2883,2025-12-14T18:23:19.254798,60.04
"90588370,100,8,F2,A5,24,40,89,D2,EF,41",90588370,934588,38,-66.0,-59.9333,-65.9961,-66.0,65.08,97.62,2883,2025-12-14T18:23:22.137798,60.04
"90591260,100,8,7E,7A,C5,40,1C,84,ED,41",90591260,937471,38,-66.0,-59.9333,-65.9980,-66.0,65.08,97.62,2893,2025-12-14T18:23:25.030798,60.04
"90594149,100,8,34,72,AD,40,18,B0,E8,41",90594149,940364,38,-66.0,-59.9333,-65.9990,-66.0,65.08,97.62,2890,2025-12-14T18:23:27.920798,60.04
"90597038,100,8,AC,F4,46,40,93,A9,E1,41",90597038,943254,38,-66.0,-59.9333,-65.9995,-66.0,65.08,97.62,2886,2025-12-14T18:23:30.806798,60.04
"90599926,100,8,73,90,F6,40,70,8C,D8,41",90599926,946140,38,-66.0,-59.9333,-65.9998,-66.0,65.08,97.62,2893,2025-12-14T18:23:33.699798,60.04
"90602816,100,8,57,DB,00,40,66,A1,CE,41",90602816,949033,38,-66.0,-59.9333,-65.9999,-66.0,65.08,97.62,2889,2025-12-14T18:23:36.588798,60.04
"90605705,100,8,D1,9A,CE,40,2D,95,BD,41",90605705,951922,38,-66.0,-59.9333,-65.9999,-66.0,65.08,97.62,2889,2025-12-14T18:23:39.477798,60.04
"90608593,100,8,4E,1D,65,40,7B,C7,B9,41",90608593,954811,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2881,2025-12-14T18:23:42.358798,60.04
"90611482,100,8,CD,58,9B,40,52,A5,B0,41",90611482,957692,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2901,2025-12-14T18:23:45.259798,60.04
"90614372,100,8,CC,6A,D5,40,0B,15,A9,41",90614372,960593,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2879,2025-12-14T18:23:48.138798,60.04
"90617261,100,8,48,37,12,40,D0,98,A3,41",90617261,963472,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2896,2025-12-14T18:23:51.034798,60.04
"90620151,100,8,ED,FF,FF,40,78,7E,A0,41",90620151,966368,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2885,2025-12-14T18:23:53.919798,60.04
"90623040,100,8,EF,B8,1B,40,ED,35,A0,41",90623040,969253,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2889,2025-12-14T18:23:56.808798,60.04
"90625928,100,8,97,C4,CC,40,18,9A,A2,41",90625928,972142,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2881,2025-12-14T18:23:59.689798,60.04
"90628818,100,8,A2,6A,A5,40,D2,81,A7,41",90628818,975023,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2897,2025-12-14T18:24:02.586798,60.04
"90631706,100,8,A8,47,64,40,1E,E8,AE,41",90631706,977920,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2885,2025-12-14T18:24:05.471798,60.04
"90634595,100,8,F0,C5,F2,40,17,C2,B7,41",90634595,980805,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2889,2025-12-14T18:24:08.360798,60.04
"90637485,100,8,AD,02,00,40,8F,B3,C1,41",90637485,983694,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2883,2025-12-14T18:24:11.243798,60.04
"90640373,100,8,91,BD,F1,40,6B,11,CC,41",90640373,986577,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2896,2025-12-14T18:24:14.139798,60.04
"90643262,100,8,B1,3B,57,40,DB,88,D6,41",90643262,989473,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2881,2025-12-14T18:24:17.020798,60.04
"90646152,100,8,57,6A,A3,40,5D,A0,DF,41",90646152,992354,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2893,2025-12-14T18:24:19.913798,60.04
"90649042,100,8,BB,87,CE,40,4C,21,E7,41",90649042,995247,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2887,2025-12-14T18:24:22.800798,60.04
"90651930,100,8,36,AF,19,40,8A,8A,EC,41",90651930,998134,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2904,2025-12-14T18:24:25.704798,60.04
"90654820,100,8,38,AE,FF,40,AA,8E,EF,41",90654820,1001038,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2878,2025-12-14T18:24:28.582798,60.04
"90657708,100,8,01,F5,13,40,E4,C0,EF,41",90657708,1003916,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2887,2025-12-14T18:24:31.469798,60.04
"90660597,100,8,BA,BD,D3,40,06,47,ED,41",90660597,1006803,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2885,2025-12-14T18:24:34.354798,60.04
"90663486,100,8,44,59,9D,40,AD,4B,E8,41",90663486,1009688,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2896,2025-12-14T18:24:37.250798,60.04
"90666376,100,8,AF,C4,72,40,9D,D4,E0,41",90666376,1012584,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2882,2025-12-14T18:24:40.132798,60.04
"90669265,100,8,BB,65,EE,40,17,EF,D7,41",90669265,1015466,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2898,2025-12-14T18:24:43.030798,60.04
"90672154,100,8,36,85,00,40,5E,F7,CD,41",90672154,1018364,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2879,2025-12-14T18:24:45.909798,60.04
"90675043,100,8,EB,AD,F5,40,FA,98,C3,41",90675043,1021243,38,-65.0,-58.8667,-65.5000,-65.8,65.08,97.62,2886,2025-12-14T18:24:48.795798,61.04
"90677933,100,8,8B,17,4A,40,12,27,B9,41",90677933,1024129,38,-66.0,-59.9333,-65.7500,-65.8,65.08,97.62,2896,2025-12-14T18:24:51.691798,60.04
"90680822,100,8,B4,75,AB,40,62,1A,B0,41",90680822,1027025,38,-66.0,-59.9333,-65.8750,-65.8,65.08,97.62,2887,2025-12-14T18:24:54.578798,60.04
"90683710,100,8,84,50,C7,40,EC,A8,A8,41",90683710,1029912,38,-66.0,-59.9333,-65.9375,-65.8,65.08,97.62,2895,2025-12-14T18:24:57.473798,60.04
"90686600,100,8,E9,53,22,40,C6,52,A3,41",90686600,1032807,38,-66.0,-59.9333,-65.9687,-66.0,65.08,97.62,2882,2025-12-14T18:25:00.355798,60.04
"90689489,100,8,7B,AF,FE,40,EC,64,A0,41",90689489,1035689,38,-66.0,-59.9333,-65.9844,-66.0,65.08,97.62,2890,2025-12-14T18:25:03.245798,60.04
"90692378,100,8,35,68,0D,40,03,49,A0,41",90692378,1038579,38,-66.0,-59.9333,-65.9922,-66.0,65.08,97.62,2886,2025-12-14T18:25:06.131798,60.04
"90695267,100,8,4C,59,DA,40,88,D8,A2,41",90695267,1041465,38,-66.0,-59.9333,-65.9961,-66.0,65.08,97.62,2897,2025-12-14T18:25:09.028798,60.04
"90698155,100,8,2A,D4,8B,40,EE,24,A8,41",90698155,1044362,38,-66.0,-59.9333,-65.9980,-66.0,65.08,97.62,2886,2025-12-14T18:25:11.914798,60.04
"90701044,100,8,B1,E6,80,40,1B,6F,AF,41",90701044,1047248,38,-66.0,-59.9333,-65.9990,-66.0,65.08,97.62,2886,2025-12-14T18:25:14.800798,60.04
"90703934,100,8,C0,77,E9,40,05,60,B8,41",90703934,1050134,38,-66.0,-59.9333,-65.9995,-66.0,65.08,97.62,2883,2025-12-14T18:25:17.683798,60.04
"90706824,100,8,06,62,02,40,D0,5D,C2,41",90706824,1053017,38,-66.0,-59.9333,-65.9998,-66.0,65.08,97.62,2901,2025-12-14T18:25:20.584798,60.04
"90709713,100,8,5F,28,FC,40,2B,22,CD,41",90709713,1055918,38,-66.0,-59.9333,-65.9999,-66.0,65.08,97.62,2892,2025-12-14T18:25:23.476798,60.04
"90712602,100,8,9F,C8,3D,40,BC,28,D7,41",90712602,1058810,38,-66.0,-59.9333,-65.9999,-66.0,65.08,97.62,2876,2025-12-14T18:25:26.352798,60.04
"90715490,100,8,57,6C,B3,40,70,2A,E0,41",90715490,1061686,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2892,2025-12-14T18:25:29.244798,60.04
"90718379,100,8,35,D2,BF,40,4A,8C,E7,41",90718379,1064578,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2887,2025-12-14T18:25:32.131798,60.04
"90721269,100,8,7F,0B,39,40,DB,F6,EC,41",90721269,1067465,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2892,2025-12-14T18:25:35.023798,60.04
"90724157,100,8,83,05,FD,40,C7,A6,EF,41",90724157,1070357,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2882,2025-12-14T18:25:37.905798,60.04
"90727046,100,8,61,1E,08,40,5D,AC,EF,41",90727046,1073239,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2901,2025-12-14T18:25:40.806798,60.04
"90729935,100,8,58,8B,E0,40,3E,07,ED,41",90729935,1076140,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2875,2025-12-14T18:25:43.681798,60.04
"90732825,100,8,B8,04,84,40,B7,A6,E7,41",90732825,1079015,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2893,2025-12-14T18:25:46.574798,60.04
"90735715,100,8,48,A3,88,40,BB,4C,E0,41",90735715,1081908,38,-66.0,-59.9333,-66.0000,-66.0,65.08,97.62,2889,2025-12-14T18:25:49.463798,60.04
"90738603,100,8,E8,04,E4,40,97,50,D7,41",90738603,1084797,38,-65.0,-58.8667,-65.5000,-65.8,65.08,97.62,2890,2025-12-14T18:25:52.353798,61.04
"90741492,100,8,BF,95,05,40,E7,4C,CD,41",90741492,1087687,38,-66.0,-59.9333,-65.7500,-65.8,65.08,97.62,2890,2025-12-14T18:25:55.243798,60.04
"90744381,100,8,10,17,FE,40,80,88,C2,41",90744381,1090577,38,-66.0,-59.9333,-65.8750,-65.8,65.08,97.62,2884,2025-12-14T18:25:58.127798,60.04
"90747271,100,8,30,65,32,40,BC,87,B8,41",90747271,1093461,38,-66.0,-59.9333,-65.9375,-65.8,65.08,97.62,2889,2025-12-14T18:26:01.016798,60.04
"90750159,100,8,DA,3F,BB,40,2D,91,AF,41",90750159,1096350,38,-66.0,-59.9333,-65.9687,-66.0,65.08,97.62,2897,2025-12-14T18:26:03.913798,60.04
"90753048,100,8,5A,1A,B8,40,12,3F,A8,41",90753048,1099247,38,-66.0,-59.9333,-65.9844,-66.0,65.08,97.62,2885,2025-12-14T18:26:06.798798,60.04
"90755937,100,8,6A,FD,44,40,95,E8,A2,41",90755937,1102132,38,-65.0,-58.8667,-65.4922,-65.8,65.08,97.62,2884,2025-12-14T18:26:09.682798,61.04
"90758827,100,8,52,B3,FA,40,3E,4E,A0,41",90758827,1105016,38,-66.0,-59.9333,-65.7461,-65.8,65.08,97.62,2890,2025-12-14T18:26:12.572798,60.04
"90761716,100,8,17,21,04,40,F9,5E,A0,41",90761716,1107906,38,-66.0,-59.9333,-65.8730,-65.8,65.08,97.62,2890,2025-12-14T18:26:15.462798,60.04
"90764606,100,8,AB,48,E6,40,A8,19,A3,41",90764606,1110796,38,-66.0,-59.9333,-65.9365,-65.8,65.08,97.62,2881,2025-12-14T18:26:18.343798,60.04
"90767495,100,8,BF,CF,78,40,36,8E,A8,41",90767495,1113677,38,-66.0,-59.9333,-65.9683,-66.0,65.08,97.62,2886,2025-12-14T18:26:21.229798,60.04
"90770384,100,8,1E,8A,90,40,DF,F7,AF,41",90770384,1116563,38,-66.0,-59.9333,-65.9841,-66.0,65.08,97.62,2892,2025-12-14T18:26:24.121798,60.04
"90773272,100,8,0E,17,DE,40,15,FF,B8,41",90773272,1119455,38,-66.0,-59.9333,-65.9921,-66.0,65.08,97.62,2898,2025-12-14T18:26:27.019798,60.04
"90776161,100,8,12,26,11,40,25,6E,C3,41",90776161,1122353,38,-66.0,-59.9333,-65.9960,-66.0,65.08,97.62,2886,2025-12-14T18:26:29.905798,60.04
"90779050,100,8,99,5B,FF,40,BC,CC,CD,41",90779050,1125239,38,-65.0,-58.8667,-65.4980,-65.8,65.08,97.62,2887,2025-12-14T18:26:32.792798,61.04
"90781939,100,8,D6,01,28,40,84,C7,D7,41",90781939,1128126,38,-66.0,-59.9333,-65.7490,-65.8,65.08,97.62,2882,2025-12-14T18:26:35.674798,60.04
"90784828,100,8,15,E2,C2,40,C4,B2,E0,41",90784828,1131008,38,-66.0,-59.9333,-65.8745,-65.8,65.08,97.62,2892,2025-12-14T18:26:38.566798,60.04
"90787718,100,8,E9,AF,A6,40,2C,32,E8,41",90787718,1133900,38,-66.0,-59.9333,-65.9373,-65.8,65.08,97.62,2886,2025-12-14T18:26:41.452798,60.04
"90790607,100,8,CA,CD,51,40,4F,37,ED,41",90790607,1136786,38,-66.0,-59.9333,-65.9686,-66.0,65.08,97.62,2897,2025-12-14T18:26:44.349798,60.04
"90793497,100,8,1A,BD,F7,40,05,BC,EF,41",90793497,1139683,38,-66.0,-59.9333,-65.9843,-66.0,65.08,97.62,2883,2025-12-14T18:26:47.232798,60.04
"90796386,100,8,8D,77,01,40,F8,94,EF,41",90796386,1142566,38,-66.0,-59.9333,-65.9922,-66.0,65.08,97.62,2899,2025-12-14T18:26:50.131798,60.04
"90799275,100,8,D0,10,F1,40,FD,9B,EC,41",90799275,1145465,38,-66.0,-59.9333,-65.9961,-66.0,65.08,97.62,2874,2025-12-14T18:26:53.005798,60.04
"90802163,100,8,CD,16,6A,40,4B,3C,E7,41",90802163,1148339,38,-66.0,-59.9333,-65.9980,-66.0,65.08,97.62,2896,2025-12-14T18:26:55.901798,60.04
"90805052,100,8,EA,8C,98,40,17,C3,DF,41",90805052,1151235,38,-66.0,-59.9333,-65.9990,-66.0,65.08,97.62,2895,2025-12-14T18:26:58.796798,60.04
"90807941,100,8,EB,B8,D7,40,FB,B0,D6,41",90807941,1154130,38,-66.0,-59.9333,-65.9995,-66.0,65.08,97.62,2875,2025-12-14T18:27:01.671798,60.04
"90810831,100,8,44,6D,18,40,49,3C,CC,41",90810831,1157005,38,-66.0,-59.9333,-65.9998,-66.0,65.08,97.62,2891,2025-12-14T18:27:04.562798,60.04
"90813720,100,8,AF,F3,FF,40,24,DE,C1,41",90813720,1159896,38,-66.0,-59.9333,-65.9999,-66.0,65.08,97.62,2892,2025-12-14T18:27:07.454798,60.04
"90816609,100,8,5B,B1,1E,40,84,E9,B7,41",90816609,1162788,38,-66.0,-59.9333,-65.9999,-66.0,65.08,97.62,2892,2025-12-14T18:27:10.346798,60.04
