payload,time_since_boot_ms,time_since_transmission_init_ms,payload_size_bytes,rssi,rssi_corrected,kalman_rssi,sma_rssi,energy_per_packet_min_mj,energy_per_packet_max_mj,tx_interval_ms,timestamp,snr_db
"26279359,100,8,A9,A6,D0,40,EA,10,E7,41",26279359,2360004,38,-53.0,-46.0667,-53.2489,-53.5,43.40,48.83,724,2025-12-20T23:02:55.051671,67.02
"26280088,100,8,3B,E5,8F,40,9A,C0,E8,41",26280088,2360728,38,-54.0,-47.1333,-53.6245,-53.5,43.40,48.83,728,2025-12-20T23:02:55.779671,66.02
"26280817,100,8,A9,8A,3A,40,03,12,EA,41",26280817,2361456,38,-53.0,-46.0667,-53.3122,-53.2,43.40,48.83,730,2025-12-20T23:02:56.509671,67.02
"26281546,100,8,B0,00,01,40,E6,73,EB,41",26281546,2362186,38,-53.0,-46.0667,-53.1561,-53.2,43.40,48.83,730,2025-12-20T23:02:57.239671,67.02
"26282275,100,8,4E,4C,17,40,E9,7F,EC,41",26282275,2362916,38,-52.0,-45.0000,-52.5781,-53.0,43.40,48.83,726,2025-12-20T23:02:57.965671,68.02
"26283004,100,8,A9,06,7A,40,07,8E,ED,41",26283004,2363642,38,-53.0,-46.0667,-52.7890,-52.8,43.40,48.83,727,2025-12-20T23:02:58.692671,67.02
"26283734,100,8,F9,D4,BE,40,0E,6D,EE,41",26283734,2364369,38,-54.0,-47.1333,-53.3945,-53.0,43.40,48.83,730,2025-12-20T23:02:59.422671,66.02
"26284463,100,8,DC,C7,EC,40,E9,05,EF,41",26284463,2365099,38,-54.0,-47.1333,-53.6973,-53.2,43.40,48.83,728,2025-12-20T23:03:00.150671,66.02
"26285192,100,8,40,D9,FF,40,C4,8A,EF,41",26285192,2365827,38,-53.0,-46.0667,-53.3486,-53.5,43.40,48.83,734,2025-12-20T23:03:00.884671,67.02
"26285921,100,8,63,D6,E5,40,0B,DE,EF,41",26285921,2366561,38,-54.0,-47.1333,-53.6743,-53.8,43.40,48.83,725,2025-12-20T23:03:01.609671,66.02
"26286650,100,8,66,72,B4,40,A4,FD,EF,41",26286650,2367286,38,-53.0,-46.0667,-53.3372,-53.5,43.40,48.83,732,2025-12-20T23:03:02.341671,67.02
"26287379,100,8,F2,6C,66,40,F1,F3,EF,41",26287379,2368018,38,-54.0,-47.1333,-53.6686,-53.5,43.40,48.83,723,2025-12-20T23:03:03.064671,66.02
"26288108,100,8,EC,15,0E,40,25,B8,EF,41",26288108,2368741,38,-53.0,-46.0667,-53.3343,-53.5,43.40,48.83,731,2025-12-20T23:03:03.795671,67.02
"26288837,100,8,2A,67,04,40,3B,5D,EF,41",26288837,2369472,38,-53.0,-46.0667,-53.1671,-53.2,43.40,48.83,730,2025-12-20T23:03:04.525671,67.02
"26289566,100,8,E0,DA,4A,40,5C,C5,EE,41",26289566,2370202,38,-53.0,-46.0667,-53.0836,-53.2,43.40,48.83,728,2025-12-20T23:03:05.253671,67.02
"26290295,100,8,F1,9A,9A,40,75,1C,EE,41",26290295,2370930,38,-54.0,-47.1333,-53.5418,-53.2,43.40,48.83,728,2025-12-20T23:03:05.981671,66.02
"26291024,100,8,FC,9E,D9,40,13,2B,ED,41",26291024,2371658,38,-54.0,-47.1333,-53.7709,-53.5,43.40,48.83,729,2025-12-20T23:03:06.710671,66.02
"26291753,100,8,68,89,FD,40,16,0B,EC,41",26291753,2372387,38,-53.0,-46.0667,-53.3854,-53.5,43.40,48.83,731,2025-12-20T23:03:07.441671,67.02
"26292482,100,8,4E,66,F9,40,35,F0,EA,41",26292482,2373118,38,-54.0,-47.1333,-53.6927,-53.8,43.40,48.83,731,2025-12-20T23:03:08.172671,66.02
"26293211,100,8,44,D7,CD,40,94,7D,E9,41",26293211,2373849,38,-54.0,-47.1333,-53.8464,-53.8,43.40,48.83,719,2025-12-20T23:03:08.891671,66.02
"26293940,100,8,F4,B8,8C,40,F5,E0,E7,41",26293940,2374568,38,-53.0,-46.0667,-53.4232,-53.5,43.40,48.83,733,2025-12-20T23:03:09.624671,67.02
"26294669,100,8,DE,F9,35,40,62,5F,E6,41",26294669,2375301,38,-53.0,-46.0667,-53.2116,-53.5,43.40,48.83,731,2025-12-20T23:03:10.355671,67.02
"26295398,100,8,A8,73,00,40,49,7A,E4,41",26295398,2376032,38,-53.0,-46.0667,-53.1058,-53.2,43.40,48.83,727,2025-12-20T23:03:11.082671,67.02
"26296127,100,8,C9,79,1A,40,F8,BD,E2,41",26296127,2376759,38,-53.0,-46.0667,-53.0529,-53.0,43.40,48.83,725,2025-12-20T23:03:11.807671,67.02
"26296856,100,8,E2,09,80,40,94,98,E0,41",26296856,2377484,38,-54.0,-47.1333,-53.5264,-53.2,43.40,48.83,727,2025-12-20T23:03:12.534671,66.02
"26297585,100,8,0D,DF,C1,40,59,54,DE,41",26297585,2378211,38,-53.0,-46.0667,-53.2632,-53.2,43.40,48.83,730,2025-12-20T23:03:13.264671,67.02
"26298315,100,8,C2,AC,EE,40,9D,4C,DC,41",26298315,2378941,38,-53.0,-46.0667,-53.1316,-53.2,43.40,48.83,729,2025-12-20T23:03:13.993671,67.02
"26299044,100,8,FE,9C,FF,40,C0,D6,D9,41",26299044,2379670,38,-54.0,-47.1333,-53.5658,-53.5,43.40,48.83,730,2025-12-20T23:03:14.723671,66.02
"26299773,100,8,4F,95,E3,40,85,4A,D7,41",26299773,2380400,38,-54.0,-47.1333,-53.7829,-53.5,43.40,48.83,727,2025-12-20T23:03:15.450671,66.02
"26300502,100,8,15,48,B1,40,15,0C,D5,41",26300502,2381127,38,-53.0,-46.0667,-53.3915,-53.5,43.40,48.83,732,2025-12-20T23:03:16.182671,67.02
"26301231,100,8,25,C4,60,40,DC,5E,D2,41",26301231,2381859,38,-54.0,-47.1333,-53.6957,-53.8,43.40,48.83,729,2025-12-20T23:03:16.911671,66.02
"26301960,100,8,C4,43,13,40,0C,09,D0,41",26301960,2382588,38,-54.0,-47.1333,-53.8479,-53.8,43.40,48.83,730,2025-12-20T23:03:17.641671,66.02
"26302689,100,8,37,E2,05,40,65,46,CD,41",26302689,2383318,38,-53.0,-46.0667,-53.4239,-53.5,43.40,48.83,727,2025-12-20T23:03:18.368671,67.02
"26303418,100,8,38,09,50,40,20,7D,CA,41",26303418,2384045,38,-51.0,-43.9333,-52.2120,-53.0,43.40,48.83,728,2025-12-20T23:03:19.096671,69.02
"26304147,100,8,BC,D4,9D,40,23,17,C8,41",26304147,2384773,38,-54.0,-47.1333,-53.1060,-53.0,43.40,48.83,725,2025-12-20T23:03:19.821671,66.02
"26304876,100,8,90,2B,DC,40,DE,4A,C5,41",26304876,2385498,38,-54.0,-47.1333,-53.5530,-53.0,43.40,48.83,734,2025-12-20T23:03:20.555671,66.02
"26305606,100,8,DB,35,FE,40,FE,81,C2,41",26305606,2386232,38,-53.0,-46.0667,-53.2765,-53.0,43.40,48.83,729,2025-12-20T23:03:21.284671,67.02
"26306335,100,8,43,2C,F8,40,4F,24,C0,41",26306335,2386961,38,-52.0,-45.0000,-52.6382,-53.2,43.40,48.83,728,2025-12-20T23:03:22.012671,68.02
"26307064,100,8,9B,FA,CA,40,FA,6A,BD,41",26307064,2387689,38,-54.0,-47.1333,-53.3191,-53.2,43.40,48.83,731,2025-12-20T23:03:22.743671,66.02
"26307793,100,8,8B,00,93,40,B3,1F,BB,41",26307793,2388420,38,-53.0,-46.0667,-53.1596,-53.0,43.40,48.83,721,2025-12-20T23:03:23.464671,67.02
"26308522,100,8,07,91,31,40,AE,81,B8,41",26308522,2389141,38,-54.0,-47.1333,-53.5798,-53.2,43.40,48.83,731,2025-12-20T23:03:24.195671,66.02
"26309251,100,8,13,1E,00,40,16,F7,B5,41",26309251,2389872,38,-53.0,-46.0667,-53.2899,-53.5,43.40,48.83,730,2025-12-20T23:03:24.925671,67.02
"26309980,100,8,2F,D7,1D,40,51,DB,B3,41",26309980,2390602,38,-53.0,-46.0667,-53.1449,-53.2,43.40,48.83,726,2025-12-20T23:03:25.651671,67.02
"26310709,100,8,B1,19,83,40,2C,7D,B1,41",26310709,2391328,38,-54.0,-47.1333,-53.5725,-53.5,43.40,48.83,731,2025-12-20T23:03:26.382671,66.02
"26311438,100,8,54,DF,C4,40,41,3B,AF,41",26311438,2392059,38,-52.0,-45.0000,-52.7862,-53.0,43.40,48.83,731,2025-12-20T23:03:27.113671,68.02
"26312167,100,8,E2,7A,F0,40,84,64,AD,41",26312167,2392790,38,-53.0,-46.0667,-52.8931,-53.0,43.40,48.83,730,2025-12-20T23:03:27.843671,67.02
"26312896,100,8,0D,45,FF,40,6A,5E,AB,41",26312896,2393520,38,-54.0,-47.1333,-53.4466,-53.2,43.40,48.83,726,2025-12-20T23:03:28.569671,66.02
"26313625,100,8,CE,F4,E7,40,CF,BE,A9,41",26313625,2394246,38,-54.0,-47.1333,-53.7233,-53.2,43.40,48.83,719,2025-12-20T23:03:29.288671,66.02
"26314354,100,8,C2,18,AE,40,44,FD,A7,41",26314354,2394965,38,-53.0,-46.0667,-53.3616,-53.5,43.40,48.83,739,2025-12-20T23:03:30.027671,67.02
"26315083,100,8,EA,36,5B,40,DC,63,A6,41",26315083,2395704,38,-53.0,-46.0667,-53.1808,-53.5,43.40,48.83,730,2025-12-20T23:03:30.757671,67.02
"26315812,100,8,40,8B,10,40,6A,26,A5,41",26315812,2396434,38,-54.0,-47.1333,-53.5904,-53.5,43.40,48.83,725,2025-12-20T23:03:31.482671,66.02
"26316541,100,8,24,93,07,40,B7,DC,A3,41",26316541,2397159,38,-53.0,-46.0667,-53.2952,-53.2,43.40,48.83,728,2025-12-20T23:03:32.210671,67.02
"26317270,100,8,FA,57,55,40,54,C0,A2,41",26317270,2397887,38,-54.0,-47.1333,-53.6476,-53.5,43.40,48.83,731,2025-12-20T23:03:32.941671,66.02
"26317999,100,8,29,0F,A1,40,B2,F1,A1,41",26317999,2398618,38,-53.0,-46.0667,-53.3238,-53.5,43.40,48.83,723,2025-12-20T23:03:33.664671,67.02
"26318728,100,8,B9,A6,DE,40,FC,2C,A1,41",26318728,2399341,38,-53.0,-46.0667,-53.1619,-53.2,43.40,48.83,729,2025-12-20T23:03:34.393671,67.02
